State,Reporting period,Release date,Metric name ,Value ,Data notes
OR,202402,202405,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.7214,
OR,202402,202405,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.1115,
OR,202402,202405,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1596,R4
OR,202402,202405,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.072,
OR,202402,202405,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0876,R4
OR,202402,202405,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0075,
OR,202402,202410,Total call center volume (number of calls),102438,C4
OR,202402,202410,Average call center wait time (minutes),12,"C2, C4"
MI,202403,202410,Average call center abandonment rate,0.022,"C4, C5, C6"
OR,202401,202404,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),172957,
OR,202401,202404,Total number of beneficiaries due for renewal in the reporting month (Metric 5),121984,
OR,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),104375,
OR,202401,202404,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),99834,
OR,202401,202404,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),4541,
OR,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),16407,R4
OR,202401,202404,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),8000,
OR,202401,202404,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),8407,R4
OR,202401,202404,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),1202,
OR,202401,202404,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8556,
OR,202401,202404,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.8184,
OR,202401,202404,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0372,
OR,202401,202404,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1345,R4
OR,202401,202404,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0656,
OR,202401,202404,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0689,R4
OR,202401,202404,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0099,
OR,202401,202410,Total call center volume (number of calls),134192,C4
OR,202401,202410,Average call center wait time (minutes),20,"C2, C4"
MN,202403,202410,Average call center abandonment rate,0.2,"C3, C4, C6, C7"
OR,202312,202403,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),143912,
OR,202312,202403,Total number of beneficiaries due for renewal in the reporting month (Metric 5),132886,
OR,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),114295,
OR,202312,202403,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),107650,
OR,202312,202403,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),6645,
OR,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),17027,R4
OR,202312,202403,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),10532,
OR,202312,202403,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),6495,R4
OR,202312,202403,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),1564,
OR,202312,202403,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8601,
OR,202312,202403,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.8101,
OR,202312,202403,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.05,
OR,202312,202403,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1281,R4
OR,202312,202403,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0793,
OR,202312,202403,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0489,R4
OR,202312,202403,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0118,
OR,202312,202410,Total call center volume (number of calls),101533,C4
OR,202312,202410,Average call center wait time (minutes),16,"C2, C4"
MO,202403,202410,Average call center abandonment rate,0.633,"C3, C5, C6"
OR,202311,202402,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),140914,
OR,202311,202402,Total number of beneficiaries due for renewal in the reporting month (Metric 5),109883,
OR,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),92797,
OR,202311,202402,Total beneficiaries renewed on an ex parte basis (i.e. based on available information) (Metric 5a1),87126,
OR,202311,202402,Total beneficiaries renewed based on the return of a renewal form (Metric 5a2),5671,
OR,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose coverage was terminated (Metric 5b + 5c),16230,R4
OR,202311,202402,Total beneficiaries determined ineligible for Medicaid and CHIP based on the return of a renewal form (Metric 5b),8984,
OR,202311,202402,Total beneficiaries whose coverage was terminated for a procedural or administrative reason (Metric 5c),7246,R4
OR,202311,202402,Total number of beneficiaries due for renewal in the reporting month whose renewal was pending at the end of the month (Metric 5d),856,
OR,202311,202402,Percent of beneficiaries whose coverage was renewed as a share of total beneficiaries due for renewal in the reporting month (Metric 5a / 5),0.8445,
OR,202311,202402,Percent of beneficiaries renewed on an ex parte basis (i.e. based on available information) as a share of total beneficiaries due for renewal in the reporting month (Metric 5a1 / 5),0.7929,
OR,202311,202402,Percent of beneficiaries renewed based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5a2 / 5),0.0516,
OR,202311,202402,Percent of beneficiaries terminated from Medicaid and CHIP as a share of total beneficiaries due for renewal in the reporting month ((Metric 5b + 5c) / 5),0.1477,R4
OR,202311,202402,Percent of beneficiaries determined ineligible based on the return of a renewal form as a share of total beneficiaries due for renewal in the reporting month (Metric 5b / 5),0.0818,
OR,202311,202402,Percent of beneficiaries whose coverage was terminated for a procedural or administrative reason as a share of total beneficiaries due for renewal in the reporting month (Metric 5c / 5),0.0659,R4
OR,202311,202402,Percent of beneficiaries whose renewal was pending at the end of the month as a share of total beneficiaries due for renewal in the reporting month (Metric 5d / 5),0.0078,
OR,202311,202410,Total call center volume (number of calls),111844,C4
OR,202311,202410,Average call center wait time (minutes),22,"C2, C4"
MS,202403,202410,Average call center abandonment rate,0.024,"C3, C6"
OR,202310,202401,Total number of Medicaid and CHIP beneficiaries for whom a renewal was initiated in the reporting month (Metric 4),123961,
OR,202310,202401,Total number of beneficiaries due for renewal in the reporting month (Metric 5),113665,
OR,202310,202401,Total number of beneficiaries due for renewal in the reporting month whose coverage was renewed (Metric 5a),89723,
